代码,名称,当前价,评分,信号数量,信号列表,详情
601800,中国交建,5.84,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度74%', '地量(均量48%)', '均线粘合(离散度0.82%)']"
601866,中远海发,2.47,9,4,"['地量', '均线粘合', '形态收敛', '低点抬高']","['筹码集中度74%', '地量(均量51%)', '均线粘合(离散度1.36%)']"
601868,中国能建,2.43,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量20%)', '均线粘合(离散度1.29%)']"
601881,中国银河,12.08,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度98%', '地量(均量41%)', '均线粘合(离散度1.23%)']"
601965,中国汽研,13.16,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度49%', '地量(均量46%)', '均线粘合(离散度1.32%)']"
601969,海南矿业,9.27,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度52%', '地量(均量30%)', '均线粘合(离散度2.25%)']"
603006,联明股份,10.64,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量52%)', '均线粘合(离散度2.72%)']"
603007,顺景科技,4.69,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量32%)', '均线粘合(离散度2.26%)']"
603014,威高血净,31.23,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度56%', '地量(均量47%)', '均线粘合(离散度1.99%)']"
603026,石大胜华,61.15,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量24%)', '均线粘合(离散度3.41%)']"
603027,千禾味业,7.28,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度71%', '地量(均量58%)', '均线粘合(离散度0.63%)']"
603028,赛福天,6.75,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度41%', '地量(均量47%)', '均线粘合(离散度1.85%)']"
603053,成都燃气,8.72,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度87%', '地量(均量32%)', '均线粘合(离散度0.53%)']"
603060,国检集团,5.38,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量26%)', '均线粘合(离散度0.74%)']"
603062,麦加芯彩,36.52,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量28%)', '均线粘合(离散度1.64%)']"
603063,禾望电气,30.78,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量39%)', '均线粘合(离散度4.87%)']"
603071,物产环能,12.32,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度72%', '地量(均量39%)', '均线粘合(离散度1.40%)']"
603076,乐惠国际,19.58,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量30%)', '均线粘合(离散度1.74%)']"
603085,天成自控,9.9,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量52%)', '均线粘合(离散度0.73%)']"
603088,宁波精达,10.29,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度41%', '地量(均量30%)', '均线粘合(离散度2.82%)']"
603097,江苏华辰,18.5,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度54%', '地量(均量33%)', '均线粘合(离散度1.28%)']"
603124,江南新材,132.58,9,4,"['均线粘合', '形态收敛', '低点抬高', '低位']","['筹码集中度54%', '均线粘合(离散度1.78%)']"
603195,公牛集团,38.0,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度85%', '地量(均量52%)', '均线粘合(离散度0.96%)']"
603198,迎驾贡酒,37.77,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度67%', '地量(均量32%)', '均线粘合(离散度2.40%)']"
603201,常润股份,15.14,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度61%', '地量(均量48%)', '均线粘合(离散度1.05%)']"
603219,富佳股份,12.78,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量36%)', '均线粘合(离散度3.26%)']"
603284,林平发展,41.17,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度54%', '地量(均量56%)', '均线粘合(离散度1.30%)']"
603288,海天味业,33.85,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度72%', '地量(均量48%)', '均线粘合(离散度1.47%)']"
603310,巍华新材,14.83,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度67%', '地量(均量41%)', '均线粘合(离散度0.28%)']"
603312,西典新能,31.64,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度40%', '地量(均量37%)', '均线粘合(离散度0.99%)']"
603315,福鞍股份,10.84,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量29%)', '均线粘合(离散度4.49%)']"
603341,龙旗科技,35.47,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度63%', '地量(均量35%)', '均线粘合(离散度2.84%)']"
603356,华菱精工,17.01,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度69%', '地量(均量32%)', '均线粘合(离散度2.06%)']"
603383,顶点软件,27.03,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度46%', '地量(均量34%)', '均线粘合(离散度2.17%)']"
603416,信捷电气,46.85,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量50%)', '均线粘合(离散度2.72%)']"
603496,恒为科技,23.59,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度53%', '地量(均量58%)', '均线粘合(离散度2.39%)']"
603567,珍宝岛,5.3,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量51%)', '均线粘合(离散度2.96%)']"
603586,金麒麟,13.53,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量35%)', '均线粘合(离散度1.47%)']"
603612,索通发展,16.6,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度44%', '地量(均量56%)', '均线粘合(离散度0.84%)']"
603616,韩建河山,5.5,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度43%', '地量(均量25%)', '均线粘合(离散度2.13%)']"
603636,南威软件,6.62,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量41%)', '均线粘合(离散度1.85%)']"
603722,阿科力,28.95,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量38%)', '均线粘合(离散度3.56%)']"
603726,朗迪集团,24.2,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度51%', '地量(均量45%)', '均线粘合(离散度2.87%)']"
603727,博迈科,17.6,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度63%', '地量(均量34%)', '均线粘合(离散度1.09%)']"
603767,中马传动,13.41,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量40%)', '均线粘合(离散度2.63%)']"
603776,永安行,19.61,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度79%', '地量(均量30%)', '均线粘合(离散度1.24%)']"
603779,威龙股份,8.24,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度58%', '地量(均量38%)', '均线粘合(离散度1.90%)']"
603808,歌力思,8.6,9,3,"['地量', '均线粘合', '形态收敛']","['地量(均量36%)', '均线粘合(离散度2.60%)']"
603826,坤彩科技,16.47,9,4,"['均线粘合', '形态收敛', '低点抬高', '低位']",['均线粘合(离散度0.84%)']
603829,洛凯股份,15.57,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量42%)', '均线粘合(离散度1.29%)']"
603859,能科科技,38.65,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量45%)', '均线粘合(离散度2.53%)']"
603887,城地香江,8.89,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度45%', '地量(均量49%)', '均线粘合(离散度2.07%)']"
603896,寿仙谷,14.11,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度59%', '地量(均量40%)', '均线粘合(离散度1.53%)']"
603898,好莱客,10.89,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量35%)', '均线粘合(离散度3.25%)']"
603906,龙蟠科技,18.29,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量20%)', '均线粘合(离散度4.83%)']"
603909,建发合诚,9.61,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量53%)', '均线粘合(离散度2.32%)']"
603915,国茂股份,13.07,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量35%)', '均线粘合(离散度1.50%)']"
603916,苏博特,10.83,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量44%)', '均线粘合(离散度2.02%)']"
603919,金徽酒,16.22,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度55%', '地量(均量27%)', '均线粘合(离散度2.10%)']"
603988,中电电机,18.36,9,3,"['地量', '均线粘合', '形态收敛']","['地量(均量32%)', '均线粘合(离散度1.95%)']"
605005,合兴股份,16.36,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度42%', '地量(均量52%)', '均线粘合(离散度1.30%)']"
605016,百龙创园,20.65,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量43%)', '均线粘合(离散度1.69%)']"
605018,长华集团,11.52,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量19%)', '均线粘合(离散度3.35%)']"
605066,天正电气,6.75,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度54%', '地量(均量40%)', '均线粘合(离散度1.42%)']"
605088,冠盛股份,24.2,9,4,"['均线粘合', '形态收敛', '低点抬高', '低位']",['均线粘合(离散度2.62%)']
605123,派克新材,80.82,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量46%)', '均线粘合(离散度0.94%)']"
605186,健麾信息,25.49,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度50%', '地量(均量22%)', '均线粘合(离散度2.78%)']"
605189,富春染织,14.05,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度45%', '地量(均量58%)', '均线粘合(离散度2.40%)']"
605208,永茂泰,14.64,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度64%', '地量(均量39%)', '均线粘合(离散度0.45%)']"
605222,起帆电缆,22.39,9,5,"['地量', '均线粘合', '形态收敛', '低点抬高', '低位']","['地量(均量46%)', '均线粘合(离散度4.03%)']"
605228,神通科技,10.7,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量36%)', '均线粘合(离散度3.92%)']"
605259,绿田机械,17.33,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度59%', '地量(均量31%)', '均线粘合(离散度0.81%)']"
605318,法狮龙,79.07,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量49%)', '均线粘合(离散度2.98%)']"
605337,李子园,8.9,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度69%', '地量(均量57%)', '均线粘合(离散度1.53%)']"
605366,宏柏新材,8.45,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量48%)', '均线粘合(离散度2.41%)']"
605388,均瑶健康,5.85,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量33%)', '均线粘合(离散度3.11%)']"
605399,晨光新材,11.3,9,3,"['地量', '均线粘合', '形态收敛']","['地量(均量26%)', '均线粘合(离散度0.41%)']"
605588,冠石科技,47.1,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量58%)', '均线粘合(离散度2.71%)']"
688055,龙腾光电,3.73,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量24%)', '均线粘合(离散度3.85%)']"
688063,派能科技,41.69,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量39%)', '均线粘合(离散度3.30%)']"
688069,德林海,36.71,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度52%', '地量(均量31%)', '均线粘合(离散度1.63%)']"
688080,映翰通,37.29,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量53%)', '均线粘合(离散度0.64%)']"
688083,中望软件,51.18,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度46%', '地量(均量28%)', '均线粘合(离散度1.35%)']"
688091,上海谊众,39.83,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度47%', '地量(均量38%)', '均线粘合(离散度1.12%)']"
688101,三达膜,14.52,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量31%)', '均线粘合(离散度3.15%)']"
688116,天奈科技,34.15,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量40%)', '均线粘合(离散度0.61%)']"
688119,中钢洛耐,3.81,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量52%)', '均线粘合(离散度2.04%)']"
688122,西部超导,50.04,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量44%)', '均线粘合(离散度1.59%)']"
688129,东来技术,21.7,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量43%)', '均线粘合(离散度0.93%)']"
688157,松井股份,18.79,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度43%', '地量(均量58%)', '均线粘合(离散度0.96%)']"
688158,优刻得,29.71,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量37%)', '均线粘合(离散度4.35%)']"
688162,巨一科技,24.35,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量59%)', '均线粘合(离散度1.65%)']"
688163,赛伦生物,36.06,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度51%', '地量(均量38%)', '均线粘合(离散度0.58%)']"
688187,时代电气,45.73,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量27%)', '均线粘合(离散度3.21%)']"
688188,柏楚电子,95.37,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度50%', '地量(均量55%)', '均线粘合(离散度1.94%)']"
688190,云路股份,71.99,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量50%)', '均线粘合(离散度2.05%)']"
688208,道通科技,24.88,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量56%)', '均线粘合(离散度1.30%)']"
688219,会通股份,10.15,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度42%', '地量(均量41%)', '均线粘合(离散度2.52%)']"
688229,博睿数据,61.33,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量25%)', '均线粘合(离散度4.25%)']"
688272,富吉瑞,27.82,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量32%)', '均线粘合(离散度4.16%)']"
688277,天智航,14.96,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量39%)', '均线粘合(离散度4.82%)']"
688282,理工导航,53.6,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量47%)', '均线粘合(离散度2.18%)']"
688299,长阳科技,13.12,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量52%)', '均线粘合(离散度1.14%)']"
688301,奕瑞科技,91.25,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量53%)', '均线粘合(离散度2.70%)']"
688317,之江生物,16.48,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度41%', '地量(均量60%)', '均线粘合(离散度1.29%)']"
688325,赛微微电,109.09,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度55%', '地量(均量46%)', '均线粘合(离散度1.40%)']"
688334,西高院,17.9,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度57%', '地量(均量27%)', '均线粘合(离散度0.45%)']"
688339,亿华通,16.86,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量52%)', '均线粘合(离散度1.59%)']"
688345,博力威,50.39,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度66%', '地量(均量23%)', '均线粘合(离散度1.66%)']"
688355,明志科技,16.5,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量51%)', '均线粘合(离散度2.61%)']"
688357,建龙微纳,25.52,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量54%)', '均线粘合(离散度1.60%)']"
688360,德马科技,15.0,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量60%)', '均线粘合(离散度2.74%)']"
688425,铁建重工,3.96,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度59%', '地量(均量38%)', '均线粘合(离散度1.06%)']"
688429,时创能源,9.58,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量26%)', '均线粘合(离散度2.07%)']"
688455,科捷智能,16.9,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量53%)', '均线粘合(离散度2.02%)']"
688459,哈铁科技,8.15,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度73%', '地量(均量34%)', '均线粘合(离散度0.23%)']"
688518,联赢激光,21.26,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量57%)', '均线粘合(离散度0.62%)']"
688560,明冠新材,12.32,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量49%)', '均线粘合(离散度1.58%)']"
688573,信宇人,15.44,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量49%)', '均线粘合(离散度1.59%)']"
688586,江航装备,11.1,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度50%', '地量(均量43%)', '均线粘合(离散度1.67%)']"
688592,司南导航,22.98,9,4,"['均线粘合', '形态收敛', '低点抬高', '低位']",['均线粘合(离散度2.99%)']
688602,康鹏科技,6.85,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度50%', '地量(均量40%)', '均线粘合(离散度0.48%)']"
688618,三旺通信,29.47,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量56%)', '均线粘合(离散度1.62%)']"
688633,星球石墨,22.37,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量31%)', '均线粘合(离散度3.36%)']"
688682,霍莱沃,30.35,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量47%)', '均线粘合(离散度2.50%)']"
688722,同益中,14.09,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量57%)', '均线粘合(离散度1.09%)']"
688772,珠海冠宇,13.68,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量39%)', '均线粘合(离散度4.07%)']"
000006,深振业A,7.06,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量50%)', '均线粘合(离散度1.30%)']"
000008,神州高铁,2.4,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度41%', '地量(均量32%)', '均线粘合(离散度1.15%)']"
000009,中国宝安,7.0,9,3,"['地量', '均线粘合', '形态收敛']","['地量(均量39%)', '均线粘合(离散度0.87%)']"
000012,南玻A,3.72,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量43%)', '均线粘合(离散度2.25%)']"
000027,深圳能源,6.29,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度58%', '地量(均量43%)', '均线粘合(离散度0.31%)']"
000028,国药一致,19.82,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度68%', '地量(均量47%)', '均线粘合(离散度0.77%)']"
000035,中国天楹,4.77,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度54%', '地量(均量29%)', '均线粘合(离散度1.33%)']"
000037,深南电A,9.4,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度51%', '地量(均量51%)', '均线粘合(离散度1.02%)']"
000050,深天马A,6.61,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量44%)', '均线粘合(离散度2.62%)']"
000060,中金岭南,6.19,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量32%)', '均线粘合(离散度2.48%)']"
000066,中国长城,14.12,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量31%)', '均线粘合(离散度3.56%)']"
000400,许继电气,20.37,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量35%)', '均线粘合(离散度2.19%)']"
000403,派林生物,9.88,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度49%', '地量(均量40%)', '均线粘合(离散度1.31%)']"
000404,长虹华意,6.88,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量21%)', '均线粘合(离散度3.11%)']"
000420,吉林化纤,3.54,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量38%)', '均线粘合(离散度2.28%)']"
000503,国新健康,6.7,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度64%', '地量(均量55%)', '均线粘合(离散度1.10%)']"
000530,冰山冷热,5.2,9,4,"['地量', '均线粘合', '形态收敛', '低点抬高']","['筹码集中度53%', '地量(均量53%)', '均线粘合(离散度1.44%)']"
000531,穗恒运A,5.65,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量26%)', '均线粘合(离散度0.59%)']"
000539,粤电力A,5.21,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量29%)', '均线粘合(离散度3.43%)']"
000547,航天发展,14.93,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量41%)', '均线粘合(离散度1.98%)']"
000554,泰山石油,6.36,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度62%', '地量(均量43%)', '均线粘合(离散度1.72%)']"
000555,神州信息,10.4,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度49%', '地量(均量33%)', '均线粘合(离散度1.01%)']"
000591,太阳能,4.29,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量46%)', '均线粘合(离散度0.67%)']"
000593,德龙汇能,21.7,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度48%', '地量(均量33%)', '均线粘合(离散度1.07%)']"
000595,新能股份,5.27,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量58%)', '均线粘合(离散度1.92%)']"
000605,渤海股份,5.78,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度60%', '地量(均量55%)', '均线粘合(离散度1.56%)']"
000608,阳光股份,7.1,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度50%', '地量(均量36%)', '均线粘合(离散度2.86%)']"
000625,长安汽车,7.12,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度60%', '地量(均量46%)', '均线粘合(离散度0.35%)']"
000659,珠海中富,2.8,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量47%)', '均线粘合(离散度1.59%)']"
000678,襄阳轴承,8.96,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度40%', '地量(均量58%)', '均线粘合(离散度1.47%)']"
000733,振华科技,41.0,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量41%)', '均线粘合(离散度2.13%)']"
000758,中色股份,5.98,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度45%', '地量(均量40%)', '均线粘合(离散度1.27%)']"
000766,通化金马,15.58,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量48%)', '均线粘合(离散度2.43%)']"
000791,甘肃能源,7.41,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度49%', '地量(均量46%)', '均线粘合(离散度1.22%)']"
000795,英洛华,8.17,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度43%', '地量(均量32%)', '均线粘合(离散度1.82%)']"
000799,酒鬼酒,37.26,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度42%', '地量(均量37%)', '均线粘合(离散度2.27%)']"
000815,美利云,15.55,9,3,"['地量', '均线粘合', '形态收敛']","['地量(均量27%)', '均线粘合(离散度1.55%)']"
000818,航锦科技,11.73,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量28%)', '均线粘合(离散度3.93%)']"
000819,岳阳兴长,11.93,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量32%)', '均线粘合(离散度1.21%)']"
000829,天音控股,8.88,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度53%', '地量(均量32%)', '均线粘合(离散度2.35%)']"
000837,秦川机床,9.68,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量52%)', '均线粘合(离散度1.99%)']"
000875,电投绿能,4.86,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量41%)', '均线粘合(离散度1.18%)']"
000889,中嘉博创,3.89,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度44%', '地量(均量36%)', '均线粘合(离散度2.70%)']"
000901,航天科技,14.37,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量50%)', '均线粘合(离散度1.70%)']"
000902,新洋丰,13.82,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度67%', '地量(均量36%)', '均线粘合(离散度2.38%)']"
000908,石药景峰,6.12,9,3,"['地量', '均线粘合', '形态收敛']","['地量(均量35%)', '均线粘合(离散度2.27%)']"
000917,电广传媒,6.79,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度48%', '地量(均量37%)', '均线粘合(离散度1.54%)']"
000950,重药控股,5.21,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度41%', '地量(均量27%)', '均线粘合(离散度1.58%)']"
000958,电投产融,5.13,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量32%)', '均线粘合(离散度1.84%)']"
000967,盈峰环境,8.26,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量54%)', '均线粘合(离散度2.13%)']"
001208,华菱线缆,14.1,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度44%', '地量(均量54%)', '均线粘合(离散度0.72%)']"
001213,中铁特货,3.49,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度59%', '地量(均量29%)', '均线粘合(离散度0.45%)']"
001215,千味央厨,30.45,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量36%)', '均线粘合(离散度3.10%)']"
001217,华尔泰,10.24,9,3,"['地量', '均线粘合', '形态收敛']","['筹码集中度50%', '地量(均量35%)', '均线粘合(离散度2.97%)']"
001239,永达股份,11.8,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量50%)', '均线粘合(离散度0.89%)']"
001259,利仁科技,46.44,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量34%)', '均线粘合(离散度3.60%)']"
001279,强邦新材,26.35,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度56%', '地量(均量59%)', '均线粘合(离散度0.52%)']"
001298,好上好,17.12,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量58%)', '均线粘合(离散度2.21%)']"
001335,信凯科技,32.44,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量55%)', '均线粘合(离散度1.28%)']"
001369,双欣材料,12.45,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量40%)', '均线粘合(离散度1.22%)']"
001696,宗申动力,15.42,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度41%', '地量(均量45%)', '均线粘合(离散度2.19%)']"
002001,新和成,26.32,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量32%)', '均线粘合(离散度3.20%)']"
002006,精工科技,13.32,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['筹码集中度42%', '地量(均量45%)', '均线粘合(离散度1.38%)']"
002009,天奇股份,15.58,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量23%)', '均线粘合(离散度4.07%)']"
002038,双鹭药业,5.62,9,4,"['地量', '均线粘合', '形态收敛', '低位']","['地量(均量36%)', '均线粘合(离散度2.72%)']"
